,mol_name,mol_smiles,mol_act,mol_fp
1124,CHEMBL1779051,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(OC)c(CC=C(C)C)c1,2.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D670>
1125,CHEMBL403117,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)C3=NC[C@H](c4ccccc4)N3)cc2)S(=O)(=O)N1,2.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D6C0>
1126,CHEMBL1163827,CC1(C)CC(=O)C2=C(C1)NC(c1ccccc1)=CC2c1ccc(F)cc1,2.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D710>
1127,CHEMBL2424694,CC1(C)C=C2C(=NN(c3ccccc3N3CCOCC3)C(N)=C2C#N)CO1,2.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D760>
1128,CHEMBL198977,O=C(O)c1cc(S(=O)(=O)N(Cc2ccccc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)ccc1O,2.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D7B0>
1129,CHEMBL361084,CC(C)C[C@H](CC(=O)[C@H](Cc1ccc(OCC(=O)O)cc1)NC(=O)[C@H](CCC(=O)OCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,2.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D800>
1130,CHEMBL1779056,C=C(C)C(C)c1cc(C(=O)/C=C/c2cc(Br)c(OC3CCCCO3)cc2O)ccc1OC,2.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D850>
1131,CHEMBL2424701,CC1(C)C=C2C(=NN(c3ccc(CCO)cc3)C(N)=C2C#N)CO1,2.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D8A0>
1132,CHEMBL1783773,CCN(CC)CCOc1cc(OC)ccc1-c1cc(-c2ccccc2)no1,2.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D8F0>
1133,CHEMBL3410508,O=C(/C=C/c1ccco1)c1cccc(Cl)c1,2.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D940>
1134,CHEMBL3931387,C=C(C)[C@@H]1C=C2[C@@H](C)CC[C@@H]([C@@H](CC(C)C)c3c(O)c(C=O)c(O)c(C=O)c3O)[C@]2(C)CC1,2.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D990>
1135,CHEMBL3040216,CC1=CCC(C(=O)/N=C2\CC=C(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c32)=C/C1=N/C(=O)C1=CC=C/C(=N\C(=O)/N=C2\C=CC=C(C(=O)/N=C3/CC(C(=O)/N=C4\CC=C(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c54)=CC=C3C)C2)C1,2.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969D9E0>
1136,CHEMBL48076,CCOC(=O)C1C(C(=O)O)[C@@H]2CC[C@H]1O2,2.96,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969DA30>
1137,CHEMBL1783773,CCN(CC)CCOc1cc(OC)ccc1-c1cc(-c2ccccc2)no1,2.97,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969DA80>
1138,CHEMBL193691,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(C2=CC(=O)NS2(=O)=O)cc1)C(N)=O,3.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969DAD0>
1139,CHEMBL455694,O=C(O)c1cc(/C=C/c2ccc(/C=C/c3cc(Br)c(O)c(C(=O)O)c3)cc2)cc(Br)c1O,3.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969DB20>
1140,CHEMBL598832,CCc1oc2cc(S(=O)(=O)Nc3nccs3)ccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,3.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969DB70>
1141,CHEMBL221760,O=c1oc(/C=C/c2ccc(O)c(O)c2)cc(O)c1-c1cc(O)c(O)cc1/C=C/c1cc2oc(=O)c3cc(O)c(O)cc3c2c(=O)o1,3.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969DBC0>
1142,CHEMBL362917,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccccc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1F,3.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969DC10>
1143,CHEMBL300119,O=C1C=C(c2c[nH]c3ccc(C(=O)O)cc23)c2ccccc2C1=O,3.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969DC60>
1144,CHEMBL370304,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccccc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1Cl,3.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969DCB0>
1145,CHEMBL248546,Cc1nc(-c2ccc(Cl)cc2)sc1CCOc1cc(C(O)(C(=O)O)C(F)(F)F)ccc1OCc1ccccc1,3.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969DD00>
1146,CHEMBL4103235,O=C(OC1OC[C@@H](OC(=O)c2ccc(O)c(O)c2)[C@H](OC(=O)c2ccc(O)c(O)c2)[C@H]1OC(=O)c1ccc(O)c(O)c1)c1ccc(O)c(O)c1,3.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969DD50>
1147,CHEMBL2011706,COc1ccc(/N=C2\S/C(=C\c3ccc(OCc4ccccc4)cc3)C(=O)N2Cc2ccc(C(=O)O)cc2)cc1,3.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969DDA0>
1148,CHEMBL3609374,O=C(Nc1ccc(NC(=O)C(c2ccccc2)S(=O)(=O)O)cc1)C(=O)Nc1ccc(-c2ccccc2)cc1,3.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969DDF0>
1149,CHEMBL3809403,CC(C)=CCc1cc(-c2coc3cc(O)c(CC=C(C)C)c(O)c3c2=O)cc(O)c1O,3.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969DE40>
1150,CHEMBL3916388,CC(C)C[C@H](c1c(O)c(C=O)c(O)c(C=O)c1O)[C@@]1(C)CC=C2[C@H](C)CC[C@@H]3[C@H]([C@@H]21)C3(C)C,3.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969DE90>
1151,CHEMBL4064092,CCOS(=O)(=O)/C=C/c1ccc(OCCOc2ccc(/C=C/S(=O)(=O)OCC)cc2)cc1,3.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969DEE0>
1152,CHEMBL3219588,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)c1nc(/C=C(C)/C=C(/C)C(=O)OCC(=O)O)cs1,3.01,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969DF30>
1153,CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3.02,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969DF80>
1154,CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3.02,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E030>
1155,CHEMBL559457,CCCCCc1c2c(cc(O)c1C(=O)OC)OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2,3.02,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E080>
1156,CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3.02,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E0D0>
1157,CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3.02,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E120>
1158,CHEMBL3219593,CCOC(=O)COC(=O)/C(C)=C\C(C)=C\c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)CCCc2c[nH]c3ccccc23)n1,3.05,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E170>
1159,CHEMBL145,O=C(O)/C=C/c1ccc(O)c(O)c1,3.06,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E1C0>
1160,CHEMBL169,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,3.08,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E210>
1161,CHEMBL169,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,3.08,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E260>
1162,CHEMBL169,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,3.08,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E2B0>
1163,CHEMBL169,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,3.08,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E300>
1164,CHEMBL169,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,3.08,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E350>
1165,CHEMBL511000,CC1(C)CC[C@]2(C(=O)Nc3ccc(C(=O)O)cc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3.09,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E3A0>
1166,CHEMBL511000,CC1(C)CC[C@]2(C(=O)Nc3ccc(C(=O)O)cc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3.09,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E3F0>
1167,CHEMBL363232,CC(C)C[C@H](CC(=O)[C@H](Cc1ccc(C(F)(F)C(=O)O)cc1)NC(=O)[C@H](CCC(=O)OCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,3.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E440>
1168,CHEMBL314664,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(C(F)(C(=O)O)C(=O)O)cc1)NC(=O)[C@H](CCC(=O)OCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,3.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E490>
1169,CHEMBL169,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,3.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E4E0>
1170,CHEMBL169,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,3.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E530>
1171,CHEMBL169,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,3.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E580>
1172,CHEMBL169,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,3.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E5D0>
1173,CHEMBL1631844,CC1(C)CC[C@]2(COC(=O)c3ccccc3C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3.12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E620>
1174,CHEMBL3234650,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CNC(=O)c4ccccc4C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3.12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E670>
1175,CHEMBL511000,CC1(C)CC[C@]2(C(=O)Nc3ccc(C(=O)O)cc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3.19,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E6C0>
1176,CHEMBL2424685,CCOc1ccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)cc1,31.989,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E710>
1177,CHEMBL606859,Cc1nc(-c2ccc(Cl)cc2)sc1CCc1cccc(C(O)(C(=O)O)C(F)(F)F)c1,3.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E760>
1178,CHEMBL1241658,Cc1nc(-c2ccc(Cl)cc2)sc1OCCc1cc(C(O)(C(=O)O)C(F)(F)F)ccc1OCc1ccccc1,3.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E7B0>
1179,CHEMBL277442,CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CC(C)C)C(N)=O,3.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E800>
1180,CHEMBL2424685,CCOc1ccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)cc1,3.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E850>
1181,CHEMBL599646,CCOC(=O)c1c(-c2ccc(-c3ccccc3)cc2)csc1NC(=O)c1ccccc1C(=O)O,3.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E8A0>
1182,CHEMBL1935615,CC(C)(C)N.Cc1oc(/C=C/CCC(C)C)nc1CCOc1ccc2c(c1)CN(C(=O)/C=C/C=C/CO)[C@H](C(=O)O)C2,3.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E8F0>
1183,CHEMBL248546,Cc1nc(-c2ccc(Cl)cc2)sc1CCOc1cc(C(O)(C(=O)O)C(F)(F)F)ccc1OCc1ccccc1,3.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E940>
1184,CHEMBL2349152,COc1ccc(C(=O)CCc2ccc(C(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)cc2)cc1,3.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E990>
1185,CHEMBL1290156,COc1cc(C(=O)c2c(Br)c(Br)c(OC)c(OC)c2Br)c(Br)c(Br)c1OC,3.26,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969E9E0>
1186,CHEMBL57920,CCCCCCC1=CC(=O)C(=O)c2ccccc21,3.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969EA30>
1187,CHEMBL1765359,C/C(=C1\C=CC=N1)c1ccc(-c2ccc[nH]2)o1,3.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969EA80>
1188,CHEMBL2087684,CCOS(=O)(=O)/C=C/c1ccc(OC)c(OCCCCNc2nc(-c3ccccc3)cs2)c1,3.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969EAD0>
1189,CHEMBL3628467,O=C1NC(=O)N(Cc2ccc(Cl)cc2)/C1=C/c1ccc(OCc2ccc(Cl)cc2)cc1,3.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969EB20>
1190,CHEMBL2263121,CC1(C)CC[C@]2(C(=O)NC(Cc3ccccc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3.31,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969EB70>
1191,CHEMBL449613,CC1(C)CC[C@]2(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3.31,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969EBC0>
1192,CHEMBL1783790,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCC(O)CN2CCCCC2)c1,3.31,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969EC10>
1193,CHEMBL2263121,CC1(C)CC[C@]2(C(=O)NC(Cc3ccccc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3.31,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969EC60>
1194,CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3.32,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969ECB0>
1195,CHEMBL1935619,CC(C)(C)N.CCOCCC(=O)N1Cc2cc(OCCc3nc(/C=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O,3.35,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969ED00>
1196,CHEMBL458009,CCN(CC)CCCOc1ccc(-c2nc3c(ccc4ccccc43)o2)cc1,3.36,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969ED50>
1197,CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3.37,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969EDA0>
1198,CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3.37,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969EDF0>
1199,CHEMBL2208258,Cc1ccc2c(c1)/C(=C\c1ccc(CN3C(=O)C(=O)c4cc(Cl)ccc43)o1)C(=O)N2,3.37,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969EE40>
1200,CHEMBL1823761,O=C(/C=C/c1ccc(F)cc1)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,3.38,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969EE90>
1201,CHEMBL2424686,CCOc1ccccc1N1N=C2COC(C)(C)C=C2C(C#N)=C1N,339.625,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969EEE0>
1202,CHEMBL201909,COc1ccc(-c2nocc3c(C(=O)c4ccc(Cl)cc4Cl)ccc2-3)cc1,3.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969EF30>
1203,CHEMBL458009,CCN(CC)CCCOc1ccc(-c2nc3c(ccc4ccccc43)o2)cc1,3.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969EF80>
1204,CHEMBL1778928,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(NC(=O)c2ccc(C(C)(C)C)cc2)cc1,3.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F030>
1205,CHEMBL1778919,C=CCN(CC=C)c1ccc(C(=O)/C=C/c2cc(Br)c(O)cc2OC)cc1,3.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F080>
1206,CHEMBL169,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,3.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F0D0>
1207,CHEMBL4082589,CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)c(C(=O)OC)c2)cc1,3.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F120>
1208,CHEMBL1783789,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCC(O)CN2CCCC2)c1,3.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F170>
1209,CHEMBL3628470,COc1ccc(COc2ccc(/C=C3\C(=O)NC(=O)N3Cc3ccc(OC)cc3)cc2)cc1,3.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F1C0>
1210,CHEMBL169,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,3.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F210>
1211,CHEMBL2424686,CCOc1ccccc1N1N=C2COC(C)(C)C=C2C(C#N)=C1N,3.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F260>
1212,CHEMBL3949280,Cc1ccc(C(=O)NC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)NC(CCCNC(=O)c2cccc(I)c2)C(N)=O)cc1Br,3.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F2B0>
1213,CHEMBL4073994,COc1cc(C(=O)OC[C@H]2OC(OC(=O)c3cc(Br)c(OC)c(OC)c3)[C@H](OC(=O)c3cc(Br)c(OC)c(OC)c3)[C@@H]2OC(=O)c2cc(Br)c(OC)c(OC)c2)cc(Br)c1OC,3.41,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F300>
1214,CHEMBL1783782,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCCN2CCCC2)c1,3.46,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F350>
1215,CHEMBL2208256,Cc1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(/C=C2/C(=O)Nc3ccc(Cl)cc32)o1,3.46,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F3A0>
1216,CHEMBL2205166,CC(C)=CCC/C(C)=C/Cc1c(O)c(CC=C(C)C)c2c(c1O)C(=O)C1=C[C@@H]3C[C@H]4C(C)(C)O[C@@](C/C=C(/C)C(=O)O)(C3=O)[C@@]14O2,3.47,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F3F0>
1217,CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3.48,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F440>
1218,CHEMBL1778902,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(OCC=C(C)C)cc1,3.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F490>
1219,CHEMBL1778920,C=CCN(CC=C)c1ccccc1C(=O)/C=C/c1cc(Br)c(O)cc1OC,3.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F4E0>
1220,CHEMBL470029,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F530>
1221,CHEMBL318919,Nc1nc(N)c2nc(CN3CCN(Cc4ccc5ccccc5c4)CC3)nnc2n1,3.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F580>
1222,CHEMBL403094,O=C1C[C@]2(O)c3ccccc3O[C@H]3c4cc(O)ccc4-c4c(O)cc(O)c1c4[C@@H]32,3.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F5D0>
1223,CHEMBL1783782,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCCN2CCCC2)c1,3.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F620>
1224,CHEMBL510460,CN(C)CCCOc1ccc(-c2nc3c(ccc4ccccc43)o2)cc1,3.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F670>
1225,CHEMBL3628384,O=C1/C(=C\c2ccc(OCc3ccccc3Cl)cc2)N(Cc2ccccc2Cl)C(=O)N1Cc1ccccc1Cl,3.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC969F6C0>
